date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:38:05	3085/3085	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Feb%202022%2017:07:36%20GMT	https://mehedihasansiam.com/	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/index.html	(from )
04:38:05	67/67	---M--	200	added ('OK')	text/plain	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://mehedihasansiam.com/robots.txt		(from )
04:38:05	21138/21138	---M-Z	200	added ('OK')	image/x-icon	date:Tue,%2030%20Nov%202021%2017:34:38%20GMT	https://mehedihasansiam.com/favicon.ico	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/favicon.ico	(from https://mehedihasansiam.com/)
04:38:06	5347/5347	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://mehedihasansiam.com/logo192.png	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/logo192.png	(from https://mehedihasansiam.com/)
04:38:06	492/492	---M-Z	200	added ('OK')	application/json	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://mehedihasansiam.com/manifest.json	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/manifest.json	(from https://mehedihasansiam.com/)
04:38:06	26943/26943	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Feb%202022%2017:07:36%20GMT	https://mehedihasansiam.com/static/css/2.30fbed10.chunk.css	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/static/css/2.30fbed10.chunk.css	(from https://mehedihasansiam.com/)
04:38:06	3056/3056	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Feb%202022%2017:07:36%20GMT	https://mehedihasansiam.com/static/css/main.7d299eae.chunk.css	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/static/css/main.7d299eae.chunk.css	(from https://mehedihasansiam.com/)
04:38:06	424123/424123	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Feb%202022%2017:07:36%20GMT	https://mehedihasansiam.com/static/js/2.5bac2139.chunk.js	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/static/js/2.5bac2139.chunk.js	(from https://mehedihasansiam.com/)
04:38:07	12547/12547	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Feb%202022%2017:07:36%20GMT	https://mehedihasansiam.com/static/js/main.17d5c938.chunk.js	Z:/my%20practice/1-html/fun/siam%20er%20web/mehedihasansiam.com/static/js/main.17d5c938.chunk.js	(from https://mehedihasansiam.com/)
